source_id,ra,dec,phot_g_mean_mag,bp_rp,parallax
2152902079959233152,285.1809830615722,55.65826738225657,5.290746,1.0192442,6.037885553162938
2163558581037174528,315.7025987276932,45.84887707171478,6.4791875,-0.1956935,2.4904714505521617
2163751614044043136,314.49767285306865,46.46681579219159,6.1909857,3.520474,0.4026760724600276
2166846047768767488,313.95750211059317,47.41763849332711,5.531616,0.73851776,0.3915125977927643
2171470799830215040,324.3240413824555,51.064171813433596,6.419973,2.0307508,0.7593965888858792
2181636167092937984,309.30270597359157,52.97299442127986,6.351731,1.2241645,2.2012264030430764
2184235550013897344,310.8069946627204,57.11397059715487,6.241481,0.47692585,1.1022166581181618
2190023207424017280,314.0709207633469,56.88753566914631,6.1953177,-0.247118,3.090430082594902
2191624027639930112,321.85512481548267,59.75000779203154,4.9772334,2.5946984,3.53584315071119
2198963817515042560,328.7214436400705,56.61121466997967,5.4985867,1.0883446,0.9126422830345406
2230815466767903360,332.0683879715211,72.76846477677235,5.6165023,3.0399833,2.180117799605551
2234266765050547200,299.07962341837106,56.68708415808703,6.1495037,0.120399475,12.020660020789594
2279331176825200256,331.8380546234491,74.7329229988072,6.026772,2.8229666,2.3085141398590645
2291998650288083584,303.32983784808,79.65142093806219,6.17907,1.7492132,2.587958824040004
2298389355466272256,307.0617422216197,81.42277955572614,5.120014,1.1379662,7.503841400568843
2302516063123490048,288.78367987804006,83.46277996238672,6.4883914,0.1591258,5.965671956201167
2304407257482669952,351.76097112409917,87.30758267868885,5.5121346,0.3286357,10.362135605081923
2307125967484637184,359.4974453400115,-38.95381620655587,6.4708366,1.8887434,2.468489758372477
2345744256120965504,12.308521206847134,-24.136915815173005,5.656901,1.1079593,18.14409285483354
2346989865357424384,10.393587439857466,-25.1967477795817,6.1764216,1.3964281,4.683503938130514
2347049823100806656,9.703540709571733,-25.107910070273093,5.8824005,1.6636462,2.8103172233876506
2354096868001276928,20.626732689530577,-19.081492376875115,6.374356,0.6015935,15.679608211875921
2377028419948819584,10.561078478010716,-11.804991700076364,6.331738,1.5110521,5.079717322140102
2392584791494639744,350.74203460091184,-20.101016671995655,3.6269598,1.3260231,19.85575411998934
2404579570000684544,343.6623683129667,-15.820936714471294,3.2723644,0.27975655,23.145107751295345
2410222091875449216,347.4565943967142,-14.510588488209885,6.4254165,0.017225266,9.668871841639358
2416611663182821120,2.8156932027646513,-15.469175920957877,4.7636194,0.68170166,52.94889167785683
2419352122899311104,357.6120088172468,-14.578970755280803,6.2385783,1.4921379,3.989386331031122
2423493369021649920,5.717578630284787,-12.209165461343625,6.236681,0.8217211,46.87421744278449
2428589330539122304,1.1254682646720602,-10.509574730675123,4.390705,1.6974924,1.6457113850349974
2429978803998630400,4.856910935281447,-8.824082129756166,3.226718,1.3905072,11.699612841220237
2492286341237939328,30.918738355298583,-4.103787550470484,4.9186435,1.9397364,6.068315931655479
2494066897240089728,33.19976662113001,-2.3939346108858532,5.543657,0.72632694,26.538119314280994
2499908327640215680,35.55156422254143,-0.885062169570195,5.344034,0.45237255,12.817131919710592
2525049829240950144,15.76005061630907,-4.8370552538073985,5.0785265,1.304452,9.508311134289837
2535891460567764224,13.252085422292797,-1.1443296982576237,4.116363,1.8194103,6.078564625593714
2541245120121779072,3.732086079775222,-3.0275285943178756,5.946429,1.9771986,3.5935385839219967
2543733074418301440,6.656211358007529,-0.049525604357835526,6.031927,1.0949111,7.817584924957235
2601277488630223104,337.5069118644336,-12.915118439030095,6.3412304,0.45543575,13.645283697701027
2607506672973445248,346.2913230873367,-7.6937675802396805,5.4460373,0.421144,14.511621578906393
2610370969483589888,343.1537089468947,-7.579451402482835,2.8595295,1.9338799,8.936000082367386
2634690861019707904,345.63562165004487,-6.574162856656682,5.385575,2.1025944,3.3883092222692053
2640750750636493952,352.36237989098083,-1.7913137925480629,6.052721,1.2570553,3.2162282707440526
2661524098698483456,351.99149948600797,6.378800179390754,3.9845803,1.2176077,19.24339178061518
2661963422312705664,345.4317260019031,3.5306751592163383,6.192444,1.1322594,7.767104464257631
2666081505676133376,348.2708686381659,8.963454894427436,5.6089835,2.4980927,2.4163227845741964
2680356911816018048,331.44606406642515,-0.31989739999996836,2.727835,1.1494417,4.94514532586508
2684391775892287616,321.320602782981,-3.5570598939770375,4.9532986,1.6452308,7.473633779915263
2701125861831057792,324.43212208965707,6.618382137939708,6.1879582,0.025922298,11.573478676008078
2727778332925786624,332.65575477949193,11.624295877712184,5.043728,2.0029845,5.25771759757376
2728059258146580608,330.50578523172004,10.973814969068822,6.3721395,-0.15771389,2.5480458174929517
2756363608023588864,354.9893506001899,5.6243516012277475,3.9992578,0.7051301,73.23703628604858
2765746153061467520,359.96374311184263,11.673735003506554,6.298607,1.9250908,2.2106212177450244
2834282011353564672,338.1145727236174,19.623786891287917,6.469998,1.8420467,2.9105147772245488
4961160845810541440,27.85990465723177,-39.83604326741255,6.1537347,1.2106366,7.498709732640963
4993839465258390272,7.615918973905718,-40.93951009734273,6.1163015,0.4505024,7.436091452889226
4997353195183243648,7.622434862386027,-39.51887922668273,6.2851295,1.2772083,6.941549313133769
5019106070666178944,27.331364790039448,-31.07252936790864,5.999063,1.3485665,7.0374426387129025
5021010046848175616,31.122699247888466,-29.296752376632117,4.641025,-0.18028402,9.403376657299411
5022876291741784064,24.03604868955144,-29.90714957336528,5.9109836,0.45188332,16.89198084916094
5049464136465176576,42.66838399614519,-35.67609241376762,5.0858884,1.4107537,6.6631380485458
5071184095318609280,44.77706933724334,-28.907448252151784,5.86744,1.1733394,7.945107927204866
5125756667040183808,40.48942622394293,-22.606195289404084,6.49095,3.3196745,2.432547465671962
5141797515193291008,28.21732921313606,-16.929483434446656,5.728448,0.38841105,9.868031464233589
6534547279188899584,356.5058290348537,-40.182728693962474,6.2885165,0.26891327,14.984323725404256
6586825380598949632,328.4827688631597,-37.36494848913747,3.0138354,0.13039613,17.808001236182314
6601132054099267456,339.14744589853586,-31.663968390105918,5.514707,1.251679,9.760494290392288
216172202295911808,89.88240091334609,54.28410268168888,3.4518437,1.2357638,
231315879026665600,57.6157241683834,42.58844979658664,6.1664243,3.3420439,1.739843032531873
241678947918118912,53.16241159653567,44.85573265544764,6.3811545,0.047388554,1.8390071071338592
268536134330778624,86.62678018050605,56.11531427049304,5.8988137,0.22651386,16.8231866688576
279443530197700608,76.94264455150946,55.75909431975496,6.4761515,1.4982862,5.056010798395661
350929481267582080,26.95015099891643,46.22950135993554,6.2247167,0.59196424,18.499496042322466
388066478631001728,11.545211767199891,44.86147424815272,6.0171847,-0.0667634,6.050185412836185
415147351243290112,12.740135062693497,51.50803548664345,6.3248267,0.38083696,14.662730653640985
421164119392586880,6.423945159598341,54.99420013866466,6.1279345,1.8333416,1.0756549664006234
423917159069394560,15.532307830991192,56.32862190315268,6.411534,1.2475786,5.317859418461063
424376445693261696,14.054396176153885,57.99648887851692,5.7392054,1.5414104,4.8394475154034
435535938955017984,48.349577672264836,48.176876684343746,5.678236,1.1198974,9.920388355861453
445838053673051392,57.332567268353976,57.11816213751911,6.440273,0.12564945,6.1706313808792785
454491381981202944,42.67433778950114,55.89543428763181,3.1448548,1.7528703,3.265744722465881
