hip,ra,dec,hp_mag,b_v,plx,pm_ra,pm_de
95159,290.40463270803343,-19.234417701783336,6.224,-0.091,4.17,2.52,-11.81
95820,292.33900361033864,-7.044063861275353,6.4943,0.87,3.63,-0.99,-9.14
96734,294.9672101993009,-66.68540749947744,6.3921,0.037,9.68,34.94,-39.92
97077,295.9288233723353,25.77187268740405,5.658,0.939,9.83,12.01,21.44
97122,296.07667350416864,69.33711867930874,5.9341,0.072,7.57,9.22,-22.45
97376,296.86573454719326,38.40761674818809,5.8083,-0.087,6.9,5.0,-1.05
97697,297.82386317426415,9.629939669431844,6.2871,0.102,11.16,8.53,-22.44
97967,298.6585849600449,-8.236974160361296,6.472,-0.04,6.42,2.13,-30.77
97970,298.6674299730889,7.140352667417786,6.1572,0.043,12.23,28.6,-0.56
98066,298.9592705352166,-26.299685378876084,4.8317,0.748,38.48,209.41,62.39
98571,300.3397854479454,50.104679796132885,5.2243,1.122,7.51,15.72,6.02
98738,300.8183031196372,18.5010406850758,6.13,1.42,4.03,11.83,-19.47
99145,301.9226696727089,34.42292043254839,6.1828,0.117,1.88,0.38,-5.62
99457,302.7919860141764,-8.84233944533128,6.4074,-0.135,1.4,0.98,-2.17
99639,303.325174132657,46.81567116154967,4.864,0.1,5.34,13.83,3.0
100221,304.9029064068703,62.25741331948582,5.7055,-0.043,8.63,18.13,23.89
100232,304.93016855236266,-1.0785924763759795,6.2191,1.093,8.3,41.71,32.28
100325,305.19384395313546,-14.784892724690229,6.0919,-0.016,9.61,44.06,-1.66
100453,305.5570833701541,40.2566813681229,2.3548,0.673,1.78,2.39,-0.91
100469,305.61449739096736,-42.04934911629983,5.5916,0.002,15.12,30.92,-80.91
100501,305.68872890336075,41.0261327358035,6.0486,1.632,3.86,1.54,-49.48
100524,305.75322983341243,-9.654670475926192,6.4486,0.913,6.25,25.27,-16.24
100969,307.06986985269486,2.937152244564944,6.3547,0.899,8.05,38.66,3.46
102631,311.94939861225043,3.306443184519977,6.3857,-0.013,6.9,38.03,9.41
102780,312.33559180143226,-18.035773728097848,6.3405,1.402,3.25,1.32,-33.91
103127,313.41730060671506,-39.80962808628027,5.5067,1.318,8.15,43.91,-96.64
103413,314.29338166033455,41.16719393655899,3.9504,0.027,8.71,9.64,-22.75
103527,314.6081788536848,10.839369493396577,5.6682,0.934,13.28,-48.75,-34.43
103569,314.7689295714531,4.293846809383762,5.314,0.464,18.49,-115.75,-151.7
104297,316.9361524582968,-17.45578842799283,6.1746,-0.035,8.34,28.21,-47.65
104364,317.1362708712558,-63.92827115142084,5.9181,1.18,6.37,-7.08,4.54
104521,317.58529652020115,10.131948685208569,4.7812,0.262,27.55,48.74,-153.03
105080,319.309290085634,55.79796859459066,6.1374,1.447,2.71,17.23,13.48
105695,321.10217584998156,10.17420271831764,6.4342,0.474,8.8,70.39,20.38
107136,325.52358190914333,51.189626970332974,4.6443,-0.119,1.89,5.29,-1.78
107140,325.53480776236137,45.765745568481144,6.0163,1.415,4.77,-0.21,-19.86
107188,325.6642382922983,-18.866301038829423,4.8793,0.868,11.09,145.85,-9.5
107835,327.6967741854235,-69.62940444110245,5.6606,1.378,6.0,-23.27,-4.65
108060,328.40569617741227,19.66838010121859,5.7013,0.011,13.83,23.71,24.09
108144,328.6495804986735,-3.3011921924853636,6.3549,0.466,16.89,29.06,-29.87
108870,330.8226648468939,-56.77980580842403,4.831,1.056,276.06,3960.93,-2539.23
108874,330.82845680848993,-2.1553358632484674,4.6852,-0.1,7.49,24.66,-11.16
109005,331.25199898493327,62.78552935200334,5.4101,1.413,10.76,13.93,58.71
109033,331.3188516259846,46.74488454071076,6.1659,1.611,3.28,-29.13,-20.59
109124,331.5564551036815,56.34338981463395,6.3584,-0.091,5.06,17.0,2.44
109427,332.5492487602481,6.1977892295333765,3.5534,0.086,35.34,282.18,30.46
109493,332.71540012089747,30.553042401063966,6.3682,0.227,7.71,19.08,-17.93
109585,332.98642727491983,59.08438554053126,6.4575,1.123,8.48,130.37,80.31
109693,333.29239424899635,86.10785692056244,5.2659,-0.03,12.71,51.08,40.19
109972,334.1104689236564,57.220225562531546,6.0473,0.95,5.29,47.0,5.76
110003,334.2081933729574,-7.7832372112469095,4.3335,0.979,17.4,118.8,-22.18
110023,334.277092510391,-5.3872112779042265,5.9069,0.878,10.55,-6.05,18.67
110538,335.8901515230575,52.22949969229999,4.5867,1.015,19.19,-13.25,-186.77
111104,337.62192344892554,43.12338981541606,4.4912,-0.086,1.9,-1.98,-5.36
111242,338.0678120336214,76.22646836290592,5.7143,0.02,4.15,-19.62,-11.47
111543,338.96657918498124,56.07057598340072,6.4157,0.107,8.95,13.85,-0.72
111544,338.96708402382416,39.628162022133296,6.4878,-0.148,-32.75,9.95,-11.54
112374,341.407716835732,-53.50016312584176,5.0034,1.18,7.86,30.59,17.37
113031,343.3695461502224,-11.616518887099861,5.7735,-0.082,3.95,20.81,1.69
113345,344.32169120715133,-4.810091551727041,6.4717,0.948,8.4,-19.09,-1.51
113433,344.59838149320956,-1.4101926769333701,6.4631,0.366,9.6,85.59,-6.34
113562,345.02402542208495,-25.16398662877776,5.8239,1.253,4.75,36.66,-78.76
113788,345.6514040205636,42.75780609574202,5.1243,0.094,7.74,56.38,-4.47
114939,349.21229355066134,-7.726466358476992,4.9429,1.613,5.32,-19.18,-14.1
115129,349.78561418850467,-79.47243616154705,6.4973,0.913,7.01,28.51,11.91
115257,350.17061499521907,-5.9078288455990995,6.3362,1.089,8.84,-100.38,-58.84
115355,350.47885841082973,31.812481207517397,5.3186,-0.101,3.93,9.96,-7.18
116889,355.3938076504635,-18.026901230268397,5.4718,1.58,4.31,-41.25,-71.85
117073,355.99765839598655,29.36155256748455,5.0892,0.935,14.54,71.1,-40.58
117957,358.8910131336268,57.41216877875691,6.0886,0.155,0.17,-3.49,-0.1
98608,300.43634274784023,-59.37582794855758,4.7635,1.356,6.86,20.21,-27.1
98954,301.36052488032715,15.500369445528491,6.4552,1.615,7.92,36.64,20.16
99026,301.55682886114255,53.16506749312276,5.9128,0.445,27.35,213.1,254.9
99824,303.81621224997537,25.59196914791933,4.7129,-0.181,3.29,6.93,-3.89
99920,304.09837310841357,-36.45353606908246,6.246,1.467,3.14,2.1,-14.87
100017,304.37763604945644,66.8529657694519,6.0407,0.602,56.92,468.58,296.61
100208,304.87210589175913,13.21681045203438,6.2924,1.648,4.58,-16.2,-18.6
100574,305.9348553803617,37.47644827201493,5.8061,-0.173,2.41,5.58,-0.02
100852,306.72140238198403,-37.40262727242258,6.3968,0.961,26.79,-254.75,-114.61
101626,308.9652867754445,-69.61047750799672,6.248,1.293,5.21,30.34,-44.8
102208,310.64624920511073,82.53110581594034,5.7587,0.0,9.25,30.35,21.79
102831,312.49199826152454,-33.779672897037734,5.0571,1.003,8.62,0.76,-21.07
103673,315.08985073825295,-51.26563430238703,5.8728,0.48,35.7,-88.58,132.12
103892,315.7628684560605,1.5321902311236162,6.3245,0.479,14.12,-110.79,-53.84
104214,316.7118113721937,38.74149513207132,5.3685,1.069,286.82,4168.31,3269.2
104365,317.1400536818587,-21.193525392262305,5.3239,0.0,18.14,19.83,-60.15
104732,318.23408974858836,30.227081251126247,3.3743,0.99,22.79,6.51,-68.21
104887,318.69727753340095,38.044320596888575,3.8228,0.393,49.16,196.99,410.28
105224,319.7167221270024,11.203335231823369,6.0668,1.612,3.46,20.54,15.91
105319,319.96618276573435,-53.44926399612254,4.4458,0.191,33.02,107.9,-66.41
105574,320.73446403900573,-9.31927317519849,6.1051,1.516,4.46,-24.73,-22.79
105668,321.04766019347073,-12.878130045844797,5.5576,0.297,21.23,89.6,8.62
105858,321.61038372479175,-65.36814437140406,4.3296,0.494,107.97,80.56,800.6
105860,321.6108866900626,19.375597602205243,6.1429,0.235,21.57,79.55,16.82
107144,325.54214703086063,1.2852733932217897,5.8103,1.446,2.92,-4.64,-8.03
107259,325.87689593816987,58.78005302596814,3.9123,2.242,0.55,5.36,-3.51
107302,326.00407821609616,-14.749395410971797,6.0136,0.219,18.87,-22.5,10.14
108165,328.72149172680224,56.611232452042245,5.9029,0.655,0.33,-2.91,-2.3
108364,329.29621797908607,66.15615401395628,6.399,-0.056,1.89,5.52,-0.27
108975,331.15316164532936,-26.822335565915385,5.91,-0.167,2.65,11.89,-10.0
109240,331.9597199657101,21.70309159530609,5.7714,-0.077,5.36,-45.91,-68.33
109442,332.58791041673663,-3.893978120308317,6.2897,-0.006,6.75,16.12,-44.8
109647,333.1828948638336,-4.720593830983799,6.4996,0.498,11.23,-45.04,-35.36
109857,333.75699564674034,57.04346510335316,4.2584,0.278,38.17,481.53,46.04
110497,335.7507034964334,57.28460069969928,6.1413,-0.112,3.22,17.19,5.22
110746,336.5445663325812,-23.682442589425122,6.2883,-0.021,8.29,12.49,-1.1
111056,337.4707004463325,78.8243373465484,5.4933,0.093,13.31,3.68,-21.29
111169,337.8223990781515,50.282449824135035,3.782,0.031,31.79,137.51,17.01
111449,338.6729113745012,-20.70785938452685,5.3105,0.446,44.09,220.78,-146.76
111795,339.6577800450032,56.79571038916046,5.117,1.537,7.23,52.36,-31.39
112117,340.65365523474975,-47.21000745609901,6.107,0.584,42.31,6.24,-331.18
112567,341.9838859103355,-25.911747493101053,6.4703,0.913,7.45,106.81,-115.33
112778,342.5907016608822,41.953402984755506,5.939,0.062,2.87,7.96,-3.73
114119,346.67003050491803,-23.743116447884205,4.6304,0.892,15.08,58.86,-1.74
114371,347.45638240295204,-14.510536347833057,6.4438,0.01,9.59,29.76,-5.82
114570,348.137178790592,49.40597482192441,4.6066,0.302,40.67,90.23,95.56
114622,348.3114319177039,57.16763841893379,5.6989,1.0,152.76,2075.07,295.45
114921,349.1657840110388,-44.48914163403495,6.0874,1.053,11.21,3.78,-9.57
114924,349.17580978696617,53.214049964425705,5.7005,0.556,48.77,111.87,-236.51
115280,350.2215360692218,38.18247471292398,5.8709,0.468,23.83,129.01,-61.14
115312,350.3146290313746,-26.986741634095427,5.8058,0.817,9.87,-19.37,-11.6
115404,350.66291857004205,-15.039380197178568,5.2594,0.203,15.3,117.0,16.48
115510,350.9768674535401,-53.808655623394735,6.2071,0.258,8.43,73.41,-34.51
115669,351.51173865273256,-20.641861418888915,4.5083,1.46,11.51,-50.72,-64.22
115906,352.2528731512932,-9.266039643534574,6.3343,1.438,3.48,-44.27,-26.3
117020,355.84315216188094,10.331508372644054,5.1767,1.692,5.27,3.83,11.09
117541,357.5610344334202,-9.974326878500378,6.1,1.133,10.97,137.74,78.07
117629,357.8388407610492,-18.909154546220385,5.1307,-0.122,10.23,26.82,-4.27
117761,358.23133394204484,-3.1553779745037427,6.0994,1.069,7.28,75.15,-42.9
118092,359.33241702869117,-62.95661201142636,5.9925,0.101,15.14,85.95,12.36
118209,359.6683769453258,-3.5558075606127315,5.0432,0.93,13.91,-57.13,-72.08
118281,359.8722250270522,33.724133089927285,5.9232,0.539,34.57,-59.68,-113.19
88726,271.7078520904437,-43.42496215163776,4.988,0.255,23.9,10.73,-106.59
88765,271.82647634415594,8.733793874469207,4.8038,0.951,11.96,8.28,29.45
89587,274.22121185622285,-3.006736530659517,6.1557,0.89,9.67,17.57,-273.58
89726,274.66731011482386,-42.28838511453528,6.2528,-0.144,0.25,4.33,-5.19
89851,275.0365352792239,-15.831603245305471,5.5206,1.473,6.26,39.38,-38.56
89968,275.34578480299336,-18.859983451481707,5.8554,0.67,2.64,-3.12,-7.01
90052,275.64713857873454,12.029644410078458,6.0125,0.056,7.42,8.84,15.12
90074,275.721158297279,-36.66949265123985,5.2957,-0.121,5.86,-2.91,-25.62
90146,275.9498122945371,53.300863320602986,6.4032,0.168,9.89,23.68,-9.55
90156,275.9777041607533,58.80058489980172,5.0103,0.082,17.71,-37.82,61.6
90478,276.9323366280062,-26.63475518265767,6.3768,0.263,12.8,-10.28,-33.9
90844,277.98745234207325,-1.00296590915425,5.9863,0.17,5.31,8.93,-3.62
91322,279.39981049580456,-0.30942414411659364,5.7961,0.067,6.23,12.97,-19.86
91373,279.5269657759595,39.66830576573923,5.8693,1.444,1.9,6.58,9.46
91523,279.9649936489963,7.358709931277613,6.4274,0.962,6.78,-0.91,-46.23
91883,280.96505942913814,31.92691958627703,5.7703,0.36,19.88,-32.72,-126.51
92021,281.34969280374804,-56.88191941237375,6.3561,1.385,4.7,-40.2,-20.56
92024,281.3618999102156,-64.87089773498384,4.8364,0.199,35.03,32.4,-149.48
92488,282.74377128333566,-9.774101454213996,5.9461,0.594,1.17,7.82,2.8
92761,283.5423971520119,-22.744819760878546,5.0022,1.412,2.9,2.59,-8.41
92768,283.55521748947797,27.909701401233526,5.7947,1.361,8.98,-6.8,-71.85
92845,283.77946685649727,-22.67125278785424,5.1716,1.348,11.91,109.04,-35.25
93140,284.60345574475815,-22.529525489284445,6.1788,0.087,12.6,3.99,12.13
93580,285.88432897681196,1.8189345513876223,5.8807,0.182,18.22,22.63,-68.5
93815,286.5830199765798,-52.340629812750535,5.2902,0.532,17.63,32.47,-115.24
94385,288.16959839829354,-7.939500838690475,5.3864,0.094,3.33,14.93,-6.63
94481,288.43953656008256,39.14596975437731,4.3591,-0.15,2.35,-0.6,-1.26
94827,289.43181355768695,23.025549101454335,5.4586,0.02,2.68,2.04,-2.78
94858,289.5406533079993,-53.386888309772466,6.4734,0.505,22.19,24.19,-81.9
95369,291.0229734759813,-68.3710794302253,6.4983,1.238,4.75,-19.77,-2.07
95853,292.42641386821737,51.72946748404886,3.8136,0.148,26.88,20.59,128.33
95965,292.7251573571059,-21.312184034901428,6.1608,0.121,4.21,14.05,-21.81
96014,292.8306643838114,50.30659440313172,5.7099,1.274,7.06,-31.5,45.45
96258,293.5823360002132,51.23707701444663,5.8251,0.475,39.82,31.54,-188.14
96459,294.1585612819764,44.69518832670859,5.3354,0.928,24.49,-94.81,-104.25
96468,294.1803190391197,-1.2865507396006766,4.3265,-0.079,8.34,-0.87,-20.39
96630,294.70412855469124,3.381521946793782,6.3678,0.001,-0.88,0.54,-0.11
97796,298.09068798079727,18.671900286299607,6.2329,-0.031,-0.3,-2.03,-10.3
97938,298.5617572355299,8.461650123106962,4.8749,1.023,17.77,101.91,-81.2
98143,299.1839289826425,36.25059931110669,5.9773,-0.14,3.14,1.14,-0.5
98421,299.9636668564247,-34.69763097753704,5.3595,0.17,20.62,108.23,-69.51
98636,300.50572527830644,24.93787382539178,5.3147,0.374,14.71,89.31,69.44
98863,301.1507363091555,32.21862464961579,5.7397,0.76,0.57,-2.93,-11.07
99080,301.7224914257673,23.61442408812266,5.0229,-0.162,6.47,15.59,0.31
99445,302.7646965672451,21.13450285546457,6.395,0.894,6.69,24.16,31.55
99500,302.89476726292645,62.078347295328555,5.8187,0.53,20.68,137.01,80.45
99878,303.96077444058307,-30.00529636465988,6.4304,1.513,3.27,35.83,7.26
100357,305.297986939218,63.980087162581285,5.8161,1.561,4.65,5.38,14.96
101076,307.3488789734344,30.368556774852134,4.1032,0.404,4.24,6.89,-0.87
101134,307.502995791045,72.53176258596925,6.3814,1.353,4.61,0.7,-24.42
101589,308.82711744165005,14.674184662140306,4.6914,0.12,14.82,45.52,11.74
101965,309.96549409908,-62.907598159224975,6.3788,1.099,7.21,33.47,-83.46
102532,311.6646587046186,16.124774988926525,4.4364,1.042,25.82,-24.17,-199.96
103219,313.68448141484464,75.92546714528483,6.153,0.946,8.04,30.98,42.18
103359,314.1060000189472,50.72864975409674,5.9125,0.337,19.5,38.87,-21.71
103532,314.62893495455154,41.93992421565041,6.1484,-0.079,6.54,12.16,-0.69
103871,315.702569277622,45.84889942603218,6.4575,-0.124,2.5,3.34,-4.61
103889,315.74842694024267,-0.9247471605462119,6.4711,-0.094,2.0,7.27,1.01
104085,316.3093051062858,-54.72695023638458,5.3336,1.201,8.92,16.12,-37.41
104194,316.65036733813685,47.64840593542644,4.6764,1.569,3.16,6.53,-1.41
104597,317.83694620148515,-72.54427878597852,6.3523,1.087,8.31,34.38,-30.51
105370,320.13957889695376,60.75645365986482,6.2781,1.005,8.04,-43.44,-19.36
105768,321.32505345290696,-71.79907260868343,6.2492,1.265,5.82,17.19,5.48
106752,324.366146154433,44.69661445876772,6.2614,0.218,5.92,-0.49,-26.74
106758,324.3907209216015,-0.39049414270758714,6.2491,0.056,8.86,-22.78,-27.52
107354,326.1612669984915,25.64500302670995,4.2347,0.425,29.22,48.13,14.29
107423,326.37002165013314,-71.00882133751269,5.9956,-0.099,4.39,13.1,-11.01
107517,326.63366741179914,-11.36593183626103,5.5804,-0.002,11.58,28.92,-9.66
107575,326.8081595826328,2.686130903176561,5.6423,0.012,5.73,6.97,-2.65
108868,330.81846375991177,-6.522426955826318,5.7134,0.959,10.74,46.36,8.01
108991,331.19764094338234,-0.9062395179549415,5.3574,0.231,14.68,-19.69,-42.15
109139,331.60918855778186,-13.869540358840355,4.2648,-0.075,18.62,36.89,-58.99
109176,331.75197736952913,25.34504611061416,3.8678,0.435,85.28,296.53,27.29
109472,332.6561026044651,-11.564958896400585,5.3954,-0.117,7.25,29.29,8.76
110171,334.73402772137695,37.769180413767664,6.2474,0.27,13.6,55.75,44.97
110386,335.37946388691006,12.20517244849868,4.7989,-0.132,2.01,6.32,4.8
110838,336.8328045428932,-64.96637932380703,4.4819,-0.029,13.0,68.45,10.06
110935,337.1560049930979,-67.48888737492076,5.6281,0.208,23.19,150.63,-70.91
110960,337.2075006005298,-0.02006525127564514,3.745,0.406,35.5,182.92,50.36
111068,337.5074697206266,32.57267241412436,5.6334,-0.031,9.05,31.87,-13.4
111325,338.3198303158437,70.37368118345103,6.2785,0.018,7.95,40.7,14.0
111532,338.9407357230966,73.64312724555056,5.1679,0.395,18.22,173.43,24.36
111601,339.15140971459704,11.696621561045333,6.4394,0.027,7.99,-14.57,6.18
111761,339.59208999834357,-7.897556397596425,6.3862,0.783,8.38,74.25,-0.98
112041,340.39975821818757,41.54897756806496,6.0928,0.998,10.9,140.64,59.89
112211,340.8968859257583,-18.830307211344888,4.8257,1.358,7.53,-31.73,-28.54
112381,341.4200317442087,-46.54729975858099,5.6708,1.302,4.14,-30.17,-11.8
112670,342.2528365621759,68.57006295130199,6.2901,0.44,15.7,115.87,66.36
112694,342.3227012308971,-70.34806198297701,6.3765,0.071,9.48,12.48,32.49
113498,344.7874955183271,59.81465818596111,6.4692,0.012,3.03,4.34,-1.21
113957,346.16487842029414,-53.9646470214011,5.5022,1.453,8.96,57.74,-106.1
113963,346.19007056094597,15.205367531470344,2.4784,-0.002,24.46,60.4,-41.3
114144,346.7510660687455,9.4095226280281,4.6352,1.559,9.92,6.41,-12.71
114227,346.98831281718964,64.22254367874662,6.3816,1.084,3.08,8.61,-4.64
115065,349.59721567881127,41.77370259318663,6.0506,0.215,7.72,-9.52,-11.26
115389,350.6190736451303,25.918510079579512,6.4997,1.54,2.14,2.49,-11.46
115996,352.53078361973104,49.13313737337086,6.3247,1.464,3.61,28.94,2.8
116928,355.5120075544439,1.7804174750691084,4.5578,0.2,30.59,-129.7,-154.8
117301,356.76411101715894,58.65185162801166,5.0475,1.122,18.75,60.81,56.47
117503,357.42066702152925,36.42539700595504,6.0107,0.806,7.71,1.01,-47.59
117797,358.3367157201763,-24.22922406284026,6.2887,0.188,11.35,51.74,-12.14
118121,359.39571568702377,-64.29808257769612,5.0241,0.06,21.08,79.12,-60.8
92480,282.7104232488983,-22.16210456898116,6.3764,0.39,14.17,-17.9,-34.93
92643,283.1543544779857,-29.37956271082231,6.2634,1.344,6.26,-1.37,-46.73
92731,283.4428608669233,57.486595457764075,6.3976,1.243,5.63,21.22,-15.48
92824,283.6985339781658,-87.60551466451716,5.4436,1.304,12.7,-36.88,-134.96
93026,284.26514244981666,-5.846214539944667,4.9936,1.057,16.12,60.53,-39.92
93279,285.0034228565237,32.145490437343724,5.1078,1.465,2.95,6.08,9.96
93858,286.7191796494487,-37.809766772999915,6.2891,0.705,58.98,-187.45,-366.74
93867,286.7441809263998,11.07130508350798,5.0603,-0.055,4.67,-0.89,-32.11
93993,287.0606619453072,-24.657347518140273,6.3087,0.011,4.54,6.76,-9.47
94727,289.1292620881596,4.8348208112353435,5.6079,0.101,6.08,14.3,-10.62
95188,290.46180260298934,-18.30816223557102,6.0125,1.062,9.82,102.72,-93.2
95253,290.7014419830789,9.912890035063832,6.4477,0.458,26.62,8.46,107.19
95477,291.31854423972715,-24.508449068347463,5.0816,0.235,12.95,61.63,-50.66
95947,292.68035520879454,27.959695022723736,3.2177,1.088,7.51,-7.17,-6.15
96100,293.0857772912993,69.6654016433084,4.8114,0.786,173.77,598.07,-1738.4
96341,293.8041408829066,-48.09911074032279,5.0505,1.096,8.8,-7.51,-37.19
96665,294.79850056490756,5.397782498193417,5.1849,-0.001,4.18,3.97,-4.26
96688,294.8555668862828,16.57113630391039,6.4223,1.918,0.79,-0.26,-6.12
96840,295.27303472461045,13.81570849308056,5.9709,-0.078,0.49,-0.04,-11.47
97118,296.0689652794972,37.35426985223749,5.0477,0.948,11.28,72.46,35.18
97687,297.7962592479878,-2.46088971183642,6.2439,1.573,5.44,-6.51,-40.2
97971,298.6685461636288,-61.17081496686384,6.2643,0.163,8.69,-8.08,9.19
97980,298.6865516602787,0.2736598206064742,5.6546,0.098,8.78,43.22,-13.11
98073,298.9807844930885,58.84601961070763,5.0998,1.584,3.56,-9.06,-21.39
98353,299.73823441177257,-26.195827565347276,5.0045,0.882,10.41,35.31,25.69
98385,299.84430931413755,1.3775321460135657,6.3307,1.129,4.25,16.46,67.49
98609,300.43627796350233,24.800425547523357,5.8396,-0.134,3.02,6.72,-1.55
98702,300.70436342615375,67.87344874019499,4.6767,1.313,7.61,16.44,47.31
98842,301.08151188066336,-32.056269489593,5.1365,1.208,11.22,45.07,-11.74
99120,301.84653556801305,-52.8808096091544,5.0218,1.591,3.02,-12.98,7.5
99473,302.8261029579748,-0.8214757234840971,3.2245,-0.066,11.39,35.26,5.71
99719,303.5203003987245,36.60489420950103,6.4732,-0.014,2.28,10.2,-5.07
99918,304.09500617922623,-12.337077239378074,6.3107,0.005,7.36,7.14,-17.87
100256,305.0007966300501,13.54810102619928,6.0327,0.299,12.45,-3.25,-4.53
100276,305.0891522912091,17.79300242319029,5.9444,1.5,5.98,17.21,-31.34
100412,305.4223378430673,-49.998807640613315,6.3829,0.549,32.24,-360.16,-250.65
100486,305.6554711842607,31.26502076192629,6.2385,1.363,5.65,-8.16,-23.78
100807,306.59646475789344,17.315572150909087,6.3977,1.005,3.22,5.56,-6.35
101101,307.41232766076575,-2.885476292937513,5.0735,1.16,16.32,70.0,-22.38
101684,309.15969356694944,-63.12076432232852,6.432,0.413,19.68,12.34,-80.55
101765,309.38238332566164,31.572541597543243,6.3002,-0.089,3.82,9.01,-0.3
101867,309.63038436014006,21.201180016732007,4.8068,-0.03,14.01,74.53,-0.16
102157,310.4877625186108,-66.7606253243377,5.1265,-0.061,4.15,9.15,-23.79
102497,311.58346409916635,-39.19918961526824,5.4638,-0.078,10.05,48.5,-29.45
102693,312.12083034621014,-43.988272380281764,5.1917,0.361,28.23,172.34,-109.61
103596,314.8525267379094,42.32445027526531,6.451,-0.077,4.06,16.94,4.9
104449,317.36999426730495,63.29564931302653,6.4958,-0.111,3.43,10.35,7.74
104538,317.6304766373108,10.048879923349261,6.0868,0.022,7.36,-0.5,16.4
104579,317.76569533013355,36.29957935306858,6.482,-0.134,0.87,0.37,0.53
104872,318.65428645884344,0.09228735484490884,6.4696,1.574,3.45,35.74,-13.46
105064,319.25839657663073,53.99759749188355,6.144,0.049,7.35,38.19,39.1
105186,319.61325701874637,43.94596680961902,5.0231,-0.061,0.7,4.85,-8.4
105515,320.5615723512882,-16.83455537482475,4.4388,0.888,16.58,30.0,4.52
106044,322.18661403712434,-69.50527327802682,5.3361,1.553,7.92,82.51,-46.35
106243,322.79007420877764,12.137513077142206,6.096,-0.047,6.61,18.34,-15.17
106897,324.75463614233945,20.265453420656307,5.8498,0.314,25.16,122.21,-0.6
106985,325.02225946869254,-16.66225298565871,3.766,0.32,20.77,187.56,-22.45
107041,325.18041405166565,54.87214227949647,6.3244,1.116,4.55,7.67,3.63
107162,325.59558626583214,41.077022938840265,5.7583,0.055,7.91,23.48,-1.02
108022,328.2656773358551,25.925138725714206,5.038,-0.155,5.16,8.79,-1.06
108431,329.47929537244033,-54.992566566065804,4.4784,0.297,17.34,41.94,-3.93
108505,329.7229498459525,62.697951607102,5.9927,1.64,3.52,12.12,14.36
109789,333.5780676653046,-27.766912371762306,5.4081,-0.121,6.51,23.6,2.04
110091,334.51790288443345,-0.23752258178581592,6.4932,0.441,23.82,-41.91,-54.17
110532,335.8839786476601,-7.194442954331918,6.0886,0.998,6.99,-7.05,8.44
111171,337.82677056851145,-2.91118242829778,6.3168,1.083,8.34,-8.52,-36.4
111550,338.9724033468054,50.070788059125434,6.2704,-0.071,1.92,6.36,-0.46
112031,340.369381445473,40.22546305218753,5.2003,-0.137,2.43,-1.59,-5.33
112067,340.4891608680439,14.516444465162907,6.0867,1.114,11.77,94.78,-21.21
112447,341.67267261955993,12.174083815830661,4.3058,0.501,61.36,234.18,-493.29
113657,345.2812355155312,-50.95002915260193,5.8223,1.411,6.68,87.34,-0.84
113669,345.33061434757764,-28.853908420119467,5.7046,1.349,6.1,56.72,-22.35
113726,345.48019355717474,42.32597935638107,3.6041,-0.099,4.75,22.99,0.88
114210,346.9385330808443,49.29545494163272,5.7821,0.449,29.12,152.39,131.72
114526,347.9554793664646,26.84757846489829,6.3557,0.937,14.25,-189.3,-111.59
114969,349.2863811360566,-28.43803066572407,6.3209,1.556,1.33,37.81,-101.67
115022,349.4359018523924,49.01528304888454,4.8813,1.668,5.79,34.55,7.17
115142,349.8494149641307,-5.124302729574063,5.6553,0.386,29.27,201.39,-18.13
115148,349.8641754340939,34.793184065763484,6.3126,-0.053,3.27,16.77,-0.87
115250,350.15926297096496,23.740359208816272,4.6423,0.18,20.17,29.45,-9.53
115713,351.6522676501809,-52.72191913064834,5.6197,0.409,32.5,34.52,130.66
115919,352.28858440745233,12.760492958306504,4.7026,0.939,18.65,61.4,24.82
115953,352.38323391258797,-4.532183191773892,6.4294,1.123,21.14,181.03,-232.23
116368,353.705544397766,-15.245792184824076,6.0979,1.35,8.78,49.21,-87.95
116728,354.8381967312676,74.00261578863382,6.138,0.889,9.96,-11.07,-0.74
116737,354.8663548223234,-46.63789806249375,6.1486,0.24,12.68,22.37,40.39
116876,355.3616579859025,49.51246068972707,6.3238,0.182,4.37,-14.21,-18.36
117218,356.50350954641624,-18.678368366741793,5.3591,0.299,13.66,130.33,10.84
117887,358.69436369936807,0.10934418808481647,5.7395,1.466,5.12,-39.57,-13.77
93917,286.8562310394524,32.501660219801494,5.2893,0.367,24.05,122.42,32.36
94770,289.2521914149641,-65.22764390152436,6.3912,-0.046,4.24,-3.81,-24.42
94981,289.9126808089755,37.33098464690815,6.4235,0.676,39.39,-61.15,-182.68
95066,290.13682535336613,-5.415874505740943,5.1423,0.937,21.15,113.13,46.2
95396,291.0893959746975,-43.72205962445413,6.2164,1.603,4.85,25.93,-2.14
96052,292.94300424162094,34.45297716822738,4.6931,-0.15,3.79,1.16,-3.47
96302,293.71216090273003,29.46291089273915,5.5161,0.581,5.84,15.06,17.75
97598,297.5585508330707,-47.55736048952079,5.9867,1.678,2.45,7.2,-12.06
97630,297.641610444794,38.722162241178985,5.2536,1.665,4.71,12.89,105.49
97650,297.69501266096245,-10.763588777609645,5.4717,0.402,35.88,-33.35,32.88
98068,298.96567184315734,38.48670396903325,4.925,-0.086,2.26,2.2,0.67
98320,299.6431424800867,38.105690713660294,6.3118,-0.09,2.27,4.5,1.73
98485,300.1102834387731,-43.04333166602085,6.2055,1.634,2.95,23.33,11.01
