hip,ra,dec,hp_mag,b_v,plx,pm_ra,pm_de
29434,93.0136508996799,16.13044678981377,4.9122,-0.149,6.17,5.49,-16.8
29678,93.78523887854475,13.851072370658086,5.8291,-0.231,2.73,25.25,11.45
29735,93.93699474907596,-13.718386815920844,4.9835,-0.078,8.0,11.57,-11.46
29852,94.28988552844966,-37.253442865123795,5.9287,0.139,16.15,-5.96,-23.06
30069,94.9206387795867,-34.396595187642596,5.7368,-0.08,8.0,3.98,1.59
355,1.1255097384951078,-10.509494365627921,5.0996,1.619,1.56,-6.85,-12.02
602,1.8261379085682998,-17.387030908537476,6.2536,0.133,5.68,-7.51,15.88
930,2.893404550591012,-27.799778411184068,5.577,1.346,4.11,3.42,19.8
1168,3.6504503965196244,20.20669713161639,4.8756,1.572,8.86,90.76,1.24
1645,5.149434257020749,8.190248248957007,5.5386,1.343,8.0,-4.22,9.73
3334,10.629205755190238,58.75343109205687,6.1864,-0.004,2.97,29.54,-7.82
3801,12.208305524961903,50.968191513637116,4.8742,-0.091,7.92,30.84,-10.02
3949,12.671366938203274,-50.986924007785504,5.3218,0.356,13.47,62.69,44.74
4317,13.811073167115127,24.557096038483888,6.2121,1.546,5.75,23.44,-14.22
4463,14.30178256708729,23.417759934578115,4.5603,0.94,14.2,-43.47,-45.73
4852,15.609907058435365,-31.552042158850448,5.5405,0.083,14.04,80.5,14.64
5074,16.219251340486885,5.6563014048607,6.1597,1.525,5.01,30.85,-14.56
5346,17.093098861381446,5.650221176738771,5.5927,0.334,28.4,-242.32,-165.07
5542,17.77471147323714,55.149947592990166,4.3873,0.17,24.42,226.77,-18.75
5566,17.85631894061743,64.20272387686084,5.5482,-0.052,8.06,40.71,-19.44
5650,18.1419222498099,45.33747991078596,6.2109,1.652,5.16,25.41,20.83
5778,18.531867779699073,16.133542211490695,5.9444,-0.082,7.17,-30.46,-26.53
5928,19.052524314253592,87.14554510915522,6.3642,1.114,9.35,50.68,-20.75
6981,22.470112917197252,18.355675425363287,6.0708,0.162,6.84,58.43,-2.7
7819,25.145359495838317,8.760765123559436,6.4337,0.401,18.28,67.31,2.14
7874,25.326243480702065,25.74581085411499,6.2989,0.459,18.2,118.85,-42.11
7943,25.514395532599874,35.24576693463902,5.6163,-0.059,11.87,48.81,-25.49
7981,25.624790657061254,20.27015047709459,5.3905,0.836,132.76,-302.42,-678.88
8882,28.5919179335236,-42.49688106427324,5.106,-0.06,10.63,-33.91,-28.17
10403,33.510536343311124,47.48438751903143,6.1406,0.406,25.26,-81.0,-62.34
12181,39.23782984886481,38.73398301366443,6.0193,0.501,18.46,145.41,-165.59
12640,40.591344222900915,20.011577242569174,5.7472,-0.017,8.56,27.68,-47.64
13147,42.27233094024812,-32.40628374008583,4.6193,0.981,18.89,86.01,158.81
13288,42.759774709971154,-21.00397917362076,4.9284,0.906,17.45,-38.52,-16.05
13339,42.92396824518667,46.84200199852355,6.0214,0.903,8.34,-25.49,-24.74
13679,44.05720171832073,8.381777887057112,6.0758,0.478,23.27,66.04,-88.6
13951,44.92151024250107,-2.464900977900975,5.5407,-0.072,9.0,-6.05,-22.22
14355,46.29691917308364,-8.274301581491468,6.4692,1.02,7.12,63.3,22.87
14456,46.63953383408053,-6.088542215090614,5.2905,1.575,7.15,7.36,-5.62
14668,47.37345500599484,44.85788919227624,3.9564,0.98,28.93,172.99,-143.4
14817,47.82250622031698,39.611570596780794,4.7813,1.115,11.32,-26.26,5.4
15474,49.87904019286032,-21.757942500881992,3.7303,1.614,10.71,51.89,32.92
15520,49.996903140361454,65.6523271119576,4.6984,-0.108,4.28,11.25,-14.56
15619,50.278210967775095,3.675681710295911,5.85,0.964,10.11,55.04,-25.12
16168,52.08616681701921,33.80769728266246,5.7403,0.048,8.53,28.49,-57.51
16516,53.162403921195185,44.855774914986846,6.4292,-0.007,2.7,0.48,-6.0
16591,53.39592610019624,39.89959024661225,5.8387,0.139,17.84,14.8,-45.63
16803,54.0724679897284,-17.46704075186098,5.208,-0.117,6.7,32.37,-10.91
17585,56.503398735404,67.2018809207359,5.8718,0.347,18.04,82.54,-113.77
18481,59.25706794395492,6.040131991115135,6.1163,0.058,14.24,37.31,-66.64
18772,60.325296066453646,-61.07905151316764,5.1069,1.386,10.22,66.79,94.8
20171,64.85866175717301,21.142410733009296,5.4789,-0.069,12.08,29.69,-41.99
20360,65.40629547093094,-6.2841384612487055,6.4696,0.056,4.75,3.44,-14.47
20400,65.51437386346602,14.077250462584825,5.7967,0.315,22.53,113.18,-21.93
20430,65.64554317707169,25.629357783860332,5.3693,-0.041,11.2,19.42,-17.16
20535,66.00902221076984,-34.0169862002593,4.0941,1.468,11.01,73.77,56.7
20711,66.57664506981948,22.813693888704368,4.3556,0.263,21.21,108.81,-46.8
20922,67.27885554305803,-13.048367300311535,5.5352,-0.202,2.15,0.02,-0.13
21029,67.63987122493009,16.19407539162234,4.8343,0.17,23.15,104.56,-25.9
21082,67.7798535576165,15.105165011057554,6.3437,1.725,5.96,43.9,-52.28
21137,67.96538730698212,15.851638433485608,6.0896,0.338,22.14,106.35,-32.44
21296,68.54850713313358,-8.231359345856351,5.263,1.708,3.28,-22.8,3.61
21685,69.83182533652737,-14.358887465710923,5.6183,1.054,16.63,120.91,-125.39
21770,70.14092924307312,-41.863570215482405,4.5287,0.342,49.59,-140.39,-74.82
21961,70.80728127302453,24.088964464417625,6.2735,0.544,20.72,14.51,-20.51
22128,71.42692314791101,23.62803657411798,6.3685,0.058,4.75,9.88,-16.94
22871,73.79641513647104,-74.93700243696193,5.5916,1.518,4.88,28.27,61.52
22957,74.09300433269777,13.514578079206245,4.2355,1.158,17.54,-74.88,-44.33
23166,74.75599122681976,-16.376336738377695,5.7535,0.447,24.71,-124.0,128.37
23408,75.45979260332015,0.722167017231712,6.0798,1.267,6.89,5.18,-22.94
23475,75.68904220739503,-4.21012572934512,6.0249,1.212,10.88,41.16,1.37
23484,75.70974585970517,66.82378871306452,6.3108,0.509,36.02,66.96,-335.3
23643,76.22719050172216,-3.0396727402224486,6.0064,-0.117,2.8,1.18,-2.09
24451,78.68447164515077,53.21394798939733,6.1943,0.084,0.83,-2.18,-0.3
24732,79.555219636261,73.26813642977632,5.8126,-0.023,8.99,-8.42,-28.04
24879,80.00383771167874,33.958062407007986,5.121,0.287,1.57,0.09,-3.54
25110,80.64073934999702,79.2307569371153,5.19,0.505,47.88,-78.48,161.95
25197,80.8659436027481,57.544531592097734,5.2468,-0.011,9.7,15.94,-54.99
25329,81.25725921796489,-10.328845270541866,5.7281,1.543,7.47,1.79,-16.68
25336,81.28278339338858,6.3497345714778675,1.5493,-0.224,12.92,-8.11,-12.88
25453,81.66176719214414,6.868736673210213,6.4119,-0.023,10.85,9.22,-33.15
25502,81.80790753770275,15.257654554045438,6.2113,0.083,7.67,-6.51,-10.83
25583,82.00666903763383,17.239241682117726,5.8679,1.634,5.32,17.42,-44.91
25606,82.06135954367498,-20.75923200083838,2.9674,0.807,20.34,-5.02,-86.01
25769,82.5425401685,63.06723197025613,5.5061,1.704,3.47,-5.63,-4.63
25790,82.60905646613688,15.360542453159491,5.9716,0.103,12.89,-15.15,-39.31
25976,83.15820249053588,0.011962258683364937,6.2756,1.553,2.96,17.33,-12.93
26126,83.5699590912912,3.7669336215430373,5.3527,0.051,11.82,-29.96,-16.25
26199,83.76117136233901,-6.002028785130357,4.6889,-0.248,2.02,-0.66,0.01
26257,83.87948623603063,-4.364048858573045,6.2651,-0.16,2.77,4.21,-0.17
26366,84.22637795248366,9.291412025249599,4.235,0.951,27.76,97.24,-305.57
26624,84.87980468483049,-3.5647095772277893,6.0604,0.294,23.49,-4.5,2.3
27830,88.33184836834494,27.612285083133745,4.5611,-0.008,7.71,3.72,-10.11
27965,88.73619418973857,19.749623711751088,5.8677,-0.145,1.79,1.4,-4.52
28110,89.11681566803038,9.50941910303462,5.9701,-0.038,8.33,-0.62,-8.17
28271,89.60183010816121,1.837127731822613,5.9578,0.223,8.95,6.42,-8.45
28438,90.07885241730354,44.59210685953303,6.3802,1.128,9.26,-32.81,-38.89
28500,90.25189170467864,27.572367233868118,6.1075,0.218,1.42,-0.2,-3.72
28734,91.03006858932551,23.263632076070834,4.3198,0.835,21.03,-1.61,-118.33
28910,91.53889177497099,-14.935286307849433,4.689,0.046,18.88,-17.61,12.79
29178,92.33414891537244,-18.126333426114368,6.3555,-0.04,6.55,3.94,-21.55
29401,92.93216654947061,-4.665431625978647,6.1594,-0.079,5.68,-6.95,-2.37
29895,94.42388588954644,-16.81591329341643,5.316,1.293,5.27,-13.82,1.65
30073,94.92833685717558,-7.8229100637593385,5.2032,-0.177,3.74,-3.31,0.37
30272,95.51482562359621,59.37209791309718,6.0998,0.153,6.57,-5.85,0.03
30720,96.81496014400668,-0.27598677982941694,5.7052,1.376,4.71,2.38,-5.39
30906,97.31172025331516,2.6462913199457483,6.2561,1.539,3.33,-1.64,-39.85
30973,97.51253881497021,-65.56838741987222,6.3628,0.329,10.33,1.3,60.71
31105,97.90599303526437,15.90353373054575,6.4513,0.275,7.41,-7.59,-13.99
34301,106.669869107657,-11.294019078334935,5.4112,0.033,1.07,-3.14,3.32
34360,106.84412145554634,-23.840734550488808,5.7159,-0.117,0.47,-3.36,6.09
34975,108.54529445004425,-3.9017590132169087,6.0626,1.585,2.52,-34.05,-7.29
35615,110.24288292317301,-14.360488630646882,5.7517,0.971,5.41,-10.84,-0.56
35643,110.3230804674702,45.22817018611252,5.8251,0.342,28.18,-47.65,12.67
35710,110.51120185466682,36.76063791785256,5.285,1.082,13.82,-95.82,-21.89
36123,111.61586629995526,10.608066093457163,6.4093,0.078,12.55,-36.48,0.34
36265,112.00865278950538,6.942076772136382,5.2924,0.221,10.25,-2.39,-44.19
36377,112.30782593371491,-43.30189093756479,3.3757,1.509,16.84,-59.55,188.31
36396,112.34212755899942,-10.326656812406739,5.8586,1.616,2.52,-5.29,-4.25
36431,112.46422563863482,-23.024299228401723,4.921,0.243,1.05,-3.42,5.2
36732,113.33145746224085,-19.41235422559117,5.8068,1.121,11.96,24.37,-70.27
36796,113.52075687931215,10.568113563056196,6.2901,0.022,7.38,-29.97,-14.78
36812,113.56622521711105,3.3717363834220087,5.8305,-0.018,5.67,-2.87,-6.33
37908,116.53122399547154,18.510168767918504,4.9991,1.425,9.61,-75.86,-51.78
37939,116.6393742197254,-37.77249318698418,6.4468,1.348,5.68,-50.11,-31.22
38016,116.87640288324391,33.41576667173712,5.2343,1.635,4.93,-19.59,-29.33
38170,117.32357815926028,-24.859784078231314,3.5109,1.218,2.72,-4.81,-0.89
38868,119.31617367441943,8.641276557283646,6.1948,1.0,9.69,0.51,-23.22
39070,119.9064428564794,-60.58708864196791,5.2633,1.758,3.32,-3.56,11.9
39236,120.37619092210264,16.45532346815517,5.9951,-0.024,6.04,4.12,-5.43
39420,120.87341734457185,-42.94832053857282,6.4413,1.008,4.03,-19.53,-3.14
39938,122.34608881734012,42.43078793034553,6.423,1.263,4.89,-11.98,-72.69
40240,123.28697715008508,29.65658601713974,5.5974,-0.073,4.77,-11.12,-20.49
40357,123.59949294581632,-45.83454837452063,5.7926,-0.176,2.76,-7.93,10.57
40943,125.33770576527914,-36.48419365987162,5.1127,-0.187,2.19,-6.88,7.29
40947,125.35075082825163,-39.62072983133882,6.2093,0.172,15.17,8.06,6.11
41003,125.51884197762345,-73.40005905683189,5.2946,0.014,8.56,-31.38,29.73
41616,127.26982549921858,-47.928939553619415,5.2942,-0.14,1.53,-6.9,7.12
42425,129.77136739167875,-70.38665212287356,5.199,0.013,13.58,19.15,-38.28
42483,129.92704476297678,-29.56086194684808,5.0306,0.9,13.35,-24.81,-90.96
42637,130.33167288067605,-78.96342631771107,5.4346,-0.101,10.53,-28.89,27.21
42854,130.99911142768312,4.3345731078278975,6.3618,-0.04,3.29,-14.95,-5.41
43195,132.00101408759778,-52.85020785310237,6.2613,-0.097,7.05,-25.13,23.31
43234,132.1082530740447,5.837884908166945,4.3465,-0.044,9.21,-17.33,-29.41
43520,132.95852370252598,-44.150947686202166,6.3245,-0.15,1.94,-12.63,5.78
44143,134.85158730999407,-59.084397142926605,5.264,0.417,37.85,-174.69,281.35
44256,135.19061304357638,-60.963847078376766,5.9631,1.211,2.49,-4.23,7.41
44337,135.4357213344683,-52.18871793727086,5.1965,-0.12,8.85,-13.33,13.54
44367,135.52675722343793,-39.402257276911456,6.4155,1.0,8.16,-42.02,38.49
44382,135.61166181082774,-66.39584361952612,4.0505,0.145,26.11,-2.0,-95.51
44923,137.26770245570742,-18.328599187486677,5.7381,0.0,11.95,-63.31,20.23
45001,137.48504811101373,-30.365282578883967,5.6476,0.179,15.39,-1.93,-48.99
45336,138.5908047399104,2.3150250391913603,3.8713,-0.06,28.74,114.64,-313.94
45751,139.94332853867365,-11.974882106695995,4.9348,0.927,9.68,-27.65,12.76
46904,143.37639012470584,36.4870301962984,6.3512,1.264,6.71,39.01,-32.6
46938,143.49653726586007,23.454119876364164,6.3885,1.453,6.47,-44.71,-82.58
47013,143.72245284571383,72.20586410615516,5.8886,0.53,20.37,71.58,-76.06
47080,143.91678138837273,35.810766873116656,5.5435,0.77,87.96,-728.71,-259.81
47168,144.1785436143126,31.16184066579588,5.6704,1.594,5.7,2.56,-44.12
47193,144.27230027931606,81.32642075860949,4.4258,1.488,3.28,-16.62,-16.41
47633,145.67966754666304,48.43105786682513,6.368,0.01,7.18,-29.72,-23.64
47854,146.31178125170715,-62.50792321009838,3.9414,1.01,2.09,-12.88,8.19
48468,148.24254366581866,-27.33240363415108,6.4126,0.622,18.57,-278.7,95.56
48776,149.22558295656538,-27.475211995218306,6.3747,0.173,6.29,-72.29,24.0
50222,153.78187713482043,59.98552695450964,6.2788,1.621,1.53,13.74,5.35
50555,154.90318833599562,-55.02931448049324,4.7165,1.6,1.76,-14.21,3.41
50933,156.0327450358259,65.56647358040831,4.9313,-0.052,9.61,-9.04,-20.68
51014,156.3217325259649,-42.467373749283155,6.3511,1.006,5.54,-1.56,-12.33
51795,158.74067827799183,-23.1763303020211,6.2055,0.496,15.17,-98.03,33.66
52004,159.36281803114113,-58.73334692744441,5.5513,0.5,-0.16,-8.17,3.8
52457,160.85429118271153,23.18838422249253,5.0951,0.042,14.23,-115.3,7.62
52478,160.9304873501957,57.199328485399356,5.7899,-0.038,8.82,18.82,-51.22
52535,161.1135615292567,-72.44362732448535,6.3774,0.51,31.13,-151.94,53.38
52584,161.28952028296985,2.488028006771818,6.4277,1.212,6.8,-47.53,-22.3
52638,161.46630020552456,30.68240198736667,5.3479,-0.05,8.53,-25.59,-36.64
53261,163.39382830153042,54.58515221763413,5.2767,1.355,4.99,-66.44,-9.84
54255,166.4897806748867,-27.287811606651932,5.6709,-0.067,4.71,34.76,-17.04
54289,166.6013309280997,-64.8399557222156,6.4376,0.114,7.43,-48.61,-7.29
55434,170.28436678087922,6.029353165298458,4.0345,-0.058,14.82,-92.97,-11.48
55705,171.22076361152452,-17.6840171988937,4.1269,0.216,39.62,-97.42,3.65
56078,172.41103191054387,-24.46405885950207,5.7994,0.067,7.32,-45.05,16.07
56135,172.60345664050027,46.657465866082084,6.46,1.265,3.83,-5.42,27.36
56901,174.96309753077588,-14.468512122366034,6.2189,-0.007,5.86,-36.69,-6.54
57443,176.63436289040183,-40.501334627393085,5.0211,0.664,108.45,-1530.99,403.67
57497,176.77925115129077,-35.90679162592962,6.3212,0.952,7.48,40.13,-29.09
57646,177.31152192996387,16.243013000329924,6.1187,0.278,15.88,38.88,-54.34
57669,177.42120006077002,-63.78848958314584,4.2717,-0.149,5.48,-20.76,4.3
58103,178.75009540091844,-63.279178988033614,5.9641,0.21,0.58,-8.35,0.1
58181,178.99336535099508,56.59856258475231,5.9943,1.101,10.54,8.58,-2.29
58427,179.69861992608082,-64.33955670638404,5.6577,0.174,0.2,-6.38,-0.41
58436,179.72663495530477,-25.908802684839728,6.4355,0.038,3.1,-28.65,-22.74
58803,180.91381131050102,-42.433787393050935,5.2408,0.417,39.49,323.67,-111.92
59200,182.10307120953053,-60.84712832186292,6.3277,1.733,1.16,-4.28,-0.27
59307,182.51075378815398,-34.70473598651219,6.1773,0.03,10.12,-45.69,-3.15
59607,183.35441016320036,-38.9291592015446,5.7185,-0.144,2.29,-28.3,-11.01
59796,183.92295175434492,72.55125753224435,6.4464,1.145,6.78,-9.24,-25.01
60601,186.32342534132724,-65.7696116986716,6.4537,0.965,20.63,-63.17,-100.13
60851,187.08046230068047,-64.34096086551172,6.0672,0.022,10.21,-36.26,-12.32
61071,187.75236721412875,24.567189371864895,5.4711,0.056,12.09,-12.41,-8.73
61936,190.39145678690522,62.7130818926741,6.0413,0.051,6.25,-31.09,-17.5
62516,192.17441420106886,48.4668122781654,6.3151,0.195,7.27,-64.31,11.13
63003,193.64857323843106,-57.177891131984666,3.9538,-0.18,7.87,-30.69,-13.08
63950,196.59410063627053,22.616290522201275,5.405,1.461,4.43,27.36,-42.3
64425,198.07345485957808,-59.92053663828685,4.5502,-0.073,8.61,-29.71,-17.4
64466,198.20319314806505,-66.2267662207128,5.9281,0.048,11.02,25.65,7.85
64725,198.99409265222604,-19.9428224561225,5.3748,1.011,25.99,303.48,-114.86
65790,202.30431766186152,10.81839590348042,5.8173,1.052,10.18,-59.44,-35.79
66725,205.16301334595596,28.065140880454997,6.3714,1.311,6.0,-68.63,9.47
67288,206.8556438262074,-17.859763425371888,5.4895,1.623,4.82,60.31,-31.28
67459,207.36957460401052,15.797805811421524,4.1588,1.52,12.38,-94.22,41.07
67523,207.52725798076338,-29.08124033445404,6.1963,-0.009,8.52,-50.59,-32.55
67664,207.94759844039967,-69.40124636173435,5.8297,1.704,4.48,4.94,-4.36
67669,207.95677242862095,-32.99401664425154,4.2763,-0.146,9.49,-34.54,-28.21
33184,103.60273801254519,-1.1269604389844892,5.4954,0.167,5.91,8.66,-16.5
33316,103.94554123968204,-22.941449548414543,5.2543,-0.163,0.57,-2.66,3.32
33394,104.19043207590198,-35.34134796601713,6.4304,1.278,5.16,-2.1,5.44
33492,104.42765284643964,-27.537523630616462,6.1741,-0.147,3.2,-8.44,6.71
33588,104.66587385804814,-55.72892562183219,6.4239,1.16,11.32,-64.28,-80.26
33937,105.63872659518057,16.674464950808346,5.9432,1.659,1.3,-12.14,-7.84
34338,106.77700289332311,4.910598364295247,6.0625,-0.129,4.91,-15.76,-7.16
34782,108.01716277004937,-30.821420805576903,6.1691,0.273,21.03,-43.22,22.93
34914,108.35004021385325,-22.67414600699569,6.1169,1.481,4.08,24.55,-40.2
35202,109.1327371911938,-38.31894021920471,5.7621,-0.133,5.34,-7.78,4.89
35412,109.66825339762418,-24.558707843246108,4.8557,-0.16,1.71,-2.21,3.16
36141,111.67173716207974,11.008858063912417,6.346,-0.126,2.44,-5.53,-10.38
36145,111.67858747985579,49.211644990110464,4.6188,-0.001,11.92,-10.22,-49.29
36965,113.98332777765553,43.03108730010789,6.4649,0.364,7.11,-30.78,-53.05
37140,114.47449457556512,48.773911554355,5.9843,0.221,12.84,-33.4,-28.27
37279,114.82724201808722,5.227507577481227,0.4607,0.432,284.56,-714.59,-1036.8
37322,114.93262284510874,-38.139328223564476,5.6938,-0.125,5.7,-22.11,16.49
37379,115.09671736748766,-15.263852049439297,5.1066,1.543,4.69,-1.4,-26.98
37854,116.39800488524675,-56.72259674034366,6.1943,0.397,3.66,-3.96,10.78
37949,116.66682973274408,65.45563073526667,6.1008,1.183,9.93,28.2,18.54
38074,117.03562539079226,-40.65231328067521,6.2,1.591,5.06,-3.58,-25.84
38200,117.39761880795297,-33.288954112016896,5.7047,1.617,4.3,-37.94,1.46
38345,117.80823868909063,-47.21643411169261,6.495,-0.118,2.01,-3.19,8.59
38423,118.06584620898195,-34.70602131419316,5.1107,0.47,55.73,-198.85,238.86
38497,118.26464290571037,-36.36377388248014,5.609,1.161,4.39,-10.67,2.58
38945,119.5245963142075,7.213555084585785,6.4204,-0.031,4.32,-9.83,-9.16
39079,119.9341027664619,-3.6795783446943946,5.0967,1.205,11.87,-54.04,-2.8
39184,120.20818263388713,-54.15129596436,5.8164,-0.134,4.25,-25.42,8.74
39567,121.26879071564868,13.118370556064217,5.159,0.018,15.2,-35.78,-63.81
39584,121.33461820342426,-46.97842679042337,6.1349,-0.138,0.96,-5.67,6.89
40058,122.74540839512386,14.629515113451474,6.2262,0.01,5.13,-23.04,-15.88
40341,123.5459968734315,-32.14072755951394,6.0166,-0.159,1.44,-6.76,6.15
40526,124.12895281073526,9.185663548399685,3.6714,1.481,10.75,-46.82,-49.24
40604,124.34641368785418,-16.285092837080544,6.3392,0.057,3.65,-12.82,-8.1
40772,124.82159850988839,62.507138888172626,5.8873,0.891,7.06,-20.31,8.32
40843,125.01613464088604,27.21862145822463,5.2335,0.487,54.73,-16.36,-376.65
41296,126.38058011000244,-51.72745688920209,5.1213,-0.164,4.69,-14.31,17.08
41299,126.39812627784727,2.102249421309717,5.8623,1.528,3.65,-20.84,-16.0
41361,126.57390096886873,-39.05897563001567,6.0742,-0.009,5.82,-10.05,7.38
41451,126.8199478391136,-70.09359521718339,5.5168,-0.024,11.67,-18.53,45.53
41578,127.15561623482205,14.21085390143944,6.0107,0.201,9.5,-15.46,-12.53
41704,127.56679237203512,60.71843102893476,3.5041,0.856,18.21,-133.76,-107.45
42415,129.74965337413352,52.92514794813059,6.4891,1.319,4.42,-29.36,-28.19
42452,129.82354626274045,52.71169911056925,6.0756,1.167,6.25,-30.01,-30.98
42459,129.8494453702861,-53.43982457374354,5.4099,-0.132,7.33,-23.77,23.46
42835,130.91825118321134,-7.233727885769153,4.7805,0.84,4.24,-11.62,-1.36
43266,132.20533260778103,66.70816841404677,6.1709,-0.106,6.53,-19.88,-35.51
43589,133.16090489770528,-48.359097937283764,5.8593,-0.148,3.14,-13.58,-1.7
43685,133.48208332828474,35.53833728456957,6.1651,0.059,4.14,-26.71,-17.61
43797,133.798988003645,-54.96554652388974,5.8116,0.481,41.4,24.66,-91.5
44248,135.16146546013798,41.78344221680239,4.0591,0.463,62.23,-474.31,-204.21
44509,136.02412443882614,-47.44146378420352,6.4058,-0.155,2.79,-12.04,5.65
44717,136.67982898207623,59.34455498390771,6.4631,0.045,2.37,-15.55,-14.27
45002,137.48813274962495,-52.082993627780745,6.3575,1.023,10.88,-91.28,54.71
45033,137.58690143169628,21.996404624589843,6.1876,0.89,8.86,2.64,5.37
45314,138.53429098476232,-44.14585352417524,5.8124,-0.113,6.2,-24.77,13.1
45412,138.80982617644636,34.63339974444913,6.1354,0.839,7.69,-158.2,47.73
45424,138.8539787739645,-15.024866551703905,6.3312,0.013,8.96,-11.57,-17.4
46194,141.28289577352547,-43.976701818465465,6.3193,1.526,4.46,-48.8,40.75
46509,142.28682801610825,-2.7689559803560213,4.6967,0.411,57.69,99.01,-2.67
47199,144.29112328360736,-32.1786126977619,5.7859,1.023,11.66,31.33,-14.39
47267,144.50597590214423,-43.19086907748964,5.6731,0.985,6.87,24.17,-31.1
47401,144.86631931544653,67.27232420807525,6.0854,1.528,6.49,-28.16,-39.08
47559,145.44974987379905,-55.213769613891216,5.9498,-0.119,1.74,-12.58,3.84
48224,147.48817283378477,-45.73276007881826,5.0645,-0.098,3.87,-24.78,9.57
48310,147.73165849101215,-62.74513696190304,5.728,1.316,2.99,-12.29,8.25
49281,150.8922477343866,-61.88405002470612,6.1299,-0.032,1.99,-17.91,4.47
49363,151.151437981432,53.89172549679216,5.8215,0.507,19.71,-22.43,-4.76
49530,151.69768366482418,5.6115327058254225,6.3536,0.939,9.16,-33.82,-16.25
49900,152.82398885781498,-7.316593402309794,6.2501,0.026,6.62,11.33,-12.24
50755,155.45967713539562,14.975800503047386,6.1784,0.018,7.01,-32.14,-10.96
50785,155.54364871831186,-58.26563713625904,6.4994,0.884,9.01,-48.68,27.89
50888,155.87255732357593,-38.009709207701704,5.4067,0.25,24.12,-159.22,-53.0
51835,158.85334685314768,-76.3090044688214,6.4604,1.205,7.04,-17.28,7.47
51885,159.01877639583716,-26.675285489428823,6.4003,0.475,24.24,1.54,-80.62
52113,159.7101695404952,-12.443642301407184,6.0489,-0.007,8.98,-46.51,9.6
52366,160.54695639222024,31.697043246588372,6.0492,1.617,4.02,-1.36,-18.48
52469,160.88798935738706,46.20403775267843,5.2594,0.324,26.96,-269.66,-66.29
52633,161.4463987399642,-80.54020281237841,4.3818,-0.188,9.3,-36.86,5.9
52806,161.9347299983936,-59.875257118729316,6.4332,-0.121,2.8,-15.4,0.62
53229,163.32766650434056,34.21556622726794,3.9531,1.04,34.38,92.02,-285.82
53379,163.7543351510438,-42.25109156094038,6.0692,-0.061,6.67,-44.8,-0.18
53411,163.8635476963456,-43.02054872695387,6.4317,0.068,9.99,-52.98,9.0
53556,164.3342489116385,-69.03806238411197,6.4894,0.0,3.74,-25.69,2.64
53699,164.8072662400633,-33.737454014889394,5.7951,0.374,20.61,-3.65,-57.44
53761,164.98757829272637,77.770224537806,6.3482,0.966,6.2,-70.46,-20.93
54182,166.2551251280711,7.336122353630042,4.7041,0.332,34.49,-344.28,-47.65
54185,166.26726484897236,-49.392325849976686,6.1133,-0.019,6.68,-36.54,10.67
54291,166.6148564677496,-50.95674328403965,6.4803,1.156,8.54,-55.38,6.95
54537,167.4106433190918,43.20775165134573,5.9495,1.564,5.95,-66.49,-6.87
54688,167.93246836669204,14.400184653572548,6.3696,0.209,17.8,-61.87,-13.1
54951,168.80101373615045,23.09552494117652,4.6076,1.657,3.4,-25.56,-6.0
55595,170.82489204218567,0.13206935008773285,6.1946,1.464,5.17,-39.18,-8.17
56473,173.6770695578675,16.796916167251204,5.8912,-0.156,1.72,-10.6,-0.3
57741,177.61368703113166,-62.649383453039874,5.7611,0.233,-0.19,-5.14,1.25
57870,178.04330796319547,-56.9878269652259,5.5879,0.069,9.72,-107.43,34.76
58952,181.31141103514153,76.90595818331938,5.9523,1.029,10.3,147.68,-91.65
59050,181.59619170872048,-65.70942714043998,6.0303,0.613,7.94,-50.31,-13.91
59588,183.30403572531162,-34.12528724992315,6.1429,1.449,2.79,-36.19,5.89
60030,184.6679085059231,-0.7871446768168092,5.9541,0.168,8.73,33.84,-16.5
60449,185.8977062060117,-35.4126592328499,5.3054,-0.066,7.34,-41.17,-7.44
60514,186.07724845549953,26.098613260478366,5.1852,0.082,12.33,-28.29,3.07
60969,187.47580883441418,-56.52496926139901,5.8666,1.572,6.41,5.64,11.59
60988,187.5129319903608,51.53556963376457,6.3263,0.536,22.34,-293.69,25.04
30972,97.5124171301937,46.68553561277544,6.0187,1.448,5.34,-7.33,7.06
31167,98.09637360077677,-5.868718408458371,5.6741,0.256,23.9,-0.27,-40.87
32020,100.34143457452863,16.39766019924187,6.2767,-0.016,3.62,-3.85,-3.17
32144,100.6919929057437,-22.44883601488351,6.3324,0.321,18.41,-53.08,100.21
32366,101.34616776627237,-31.792921849326962,6.0286,0.491,41.02,-204.34,-304.07
32677,102.2405761641241,-15.144710999254986,5.3632,-0.096,6.17,-2.72,-4.66
33104,103.4260046829184,68.88829182380003,5.0746,-0.114,3.33,4.15,7.36
33377,104.13358493953122,46.27398641128281,5.8284,-0.079,2.59,-2.93,4.07
33694,105.01603325020963,76.97744140624563,4.695,1.365,17.75,72.48,-14.54
33715,105.06593506094275,16.07900535554146,5.8435,1.641,0.75,-0.29,-2.67
34066,105.98941122348243,-10.123767134372997,6.4253,-0.067,2.42,-5.82,1.37
34624,107.58052780324914,-27.491524407313314,5.6244,0.998,4.62,-9.7,1.8
34670,107.69791141998844,-48.93257701514618,5.275,1.251,10.32,-17.22,197.13
34922,108.38429561863241,-44.64052961409549,4.1465,1.331,15.61,106.31,324.99
